eventID,year,month,day,hour,minute,second,longitude,latitude,depth,magnitude,sigmaMagnitude,Source
C103104F,2004,10,31,19,35,48,138.75,37.19,10.0,5.1,0,GCMT_022099
C110104A,2004,11,1,10,36,4,-178.59,-32.85,9.8,4.9,0,GCMT_022100
C110104B,2004,11,1,11,37,58,-178.41,-32.94,10.0,5.0,0,GCMT_022101
C110104C,2004,11,1,14,2,39,-178.66,-32.74,10.0,5.1,0,GCMT_022102
C110204B,2004,11,2,3,2,21,-15.7,-44.63,10.0,4.9,0,GCMT_022103
C110204D,2004,11,2,8,45,56,143.21,28.7,10.0,5.6,0,GCMT_022104
C110204E,2004,11,2,9,30,47,-128.65,49.4,10.0,4.9,0,GCMT_022105
C110204F,2004,11,2,10,2,12,-128.77,49.28,10.0,5.8,0,GCMT_022106
C110204G,2004,11,2,10,32,51,-178.85,-30.96,18.4,5.3,0,GCMT_022107
C110204H,2004,11,2,13,4,24,142.77,38.84,23.1,5.6,0,GCMT_022108
C110204I,2004,11,2,14,3,44,-129.05,49.24,10.0,4.9,0,GCMT_022109
C110204J,2004,11,2,17,23,42,-128.59,49.57,10.0,4.9,0,GCMT_022110
C110204K,2004,11,2,21,48,18,119.86,-1.15,55.0,4.9,0,GCMT_022111
C110304A,2004,11,3,3,7,44,112.68,-10.71,11.1,5.1,0,GCMT_022112
C110304D,2004,11,3,8,31,43,146.84,14.47,10.0,5.6,0,GCMT_022113
C110304F,2004,11,3,9,27,46,146.82,14.44,10.0,5.3,0,GCMT_022114
C110304G,2004,11,3,23,57,28,138.75,37.43,10.0,5.4,0,GCMT_022115
C110404B,2004,11,4,6,22,39,23.11,35.94,74.4,5.4,0,GCMT_022116
C110404C,2004,11,4,8,10,17,-76.55,-45.92,25.0,4.9,0,GCMT_022117
C110404D,2004,11,4,8,29,16,-76.44,-45.9,25.6,5.1,0,GCMT_022118
C110404E,2004,11,4,9,37,57,-68.91,-22.36,85.6,4.9,0,GCMT_022119
C110404G,2004,11,4,14,3,11,146.81,43.62,61.8,5.8,0,GCMT_022120
C110504A,2004,11,5,5,18,35,143.93,-4.36,125.7,5.7,0,GCMT_022121
C110504B,2004,11,5,5,35,29,152.42,-5.0,84.5,5.2,0,GCMT_022122
C110504C,2004,11,5,17,31,32,168.97,-18.58,186.7,5.3,0,GCMT_022123
C110504D,2004,11,5,17,53,21,138.88,37.34,10.0,5.1,0,GCMT_022124
C110604B,2004,11,6,22,20,44,128.26,2.6,77.5,5.1,0,GCMT_022125
C110704A,2004,11,7,2,2,26,144.48,47.95,474.0,5.4,0,GCMT_022126
C110704B,2004,11,7,2,41,41,-29.05,-55.5,38.6,5.4,0,GCMT_022127
C110804A,2004,11,8,0,40,57,119.87,18.77,36.2,4.9,0,GCMT_022128
C110804B,2004,11,8,2,15,58,138.86,37.4,10.0,5.6,0,GCMT_022129
C110804C,2004,11,8,2,27,10,138.84,37.33,10.0,5.1,0,GCMT_022130
S110804D,2004,11,8,2,32,17,138.9,37.39,10.0,5.1,0,GCMT_022131
C110804E,2004,11,8,4,44,29,-123.0,-55.79,10.0,4.9,0,GCMT_022132
C110804F,2004,11,8,6,21,10,-151.43,63.05,10.3,5.0,0,GCMT_022133
C110804G,2004,11,8,13,37,58,130.11,-6.35,128.9,5.1,0,GCMT_022134
C110804H,2004,11,8,15,7,24,138.4,33.72,10.0,5.5,0,GCMT_022135
C110804I,2004,11,8,15,55,1,122.54,24.1,29.0,5.9,0,GCMT_022136
C110804J,2004,11,8,19,15,59,138.81,37.29,10.0,5.0,0,GCMT_022137
C110804K,2004,11,8,19,38,10,122.55,24.08,28.2,5.3,0,GCMT_022138
C110804L,2004,11,8,20,1,26,146.89,14.35,35.6,4.9,0,GCMT_022139
C110804M,2004,11,8,22,3,47,161.93,-11.11,10.0,4.7,0,GCMT_022140
C110804N,2004,11,8,23,32,59,162.02,-10.99,10.0,4.4,0,GCMT_022141
C110904A,2004,11,9,1,18,18,160.65,-10.24,98.6,4.9,0,GCMT_022142
C110904B,2004,11,9,18,43,8,138.82,37.37,10.3,5.2,0,GCMT_022143
C110904C,2004,11,9,18,51,33,122.88,0.75,67.2,5.2,0,GCMT_022144
C110904D,2004,11,9,20,39,58,167.9,-17.2,30.0,4.9,0,GCMT_022145
C110904E,2004,11,9,22,14,37,140.7,11.62,54.9,5.4,0,GCMT_022146
C110904F,2004,11,9,23,58,23,163.71,-11.15,13.0,6.6,0,GCMT_022147
C111004B,2004,11,10,7,29,1,161.97,-11.08,10.0,4.9,0,GCMT_022148
C111004C,2004,11,10,7,51,5,102.87,-6.96,20.8,5.2,0,GCMT_022149
C111004D,2004,11,10,10,35,34,-176.1,-21.19,10.0,5.0,0,GCMT_022150
C111004E,2004,11,10,14,48,6,122.34,24.08,56.8,5.2,0,GCMT_022151
C111104B,2004,11,11,2,16,45,122.23,24.41,49.9,5.7,0,GCMT_022152
C111104C,2004,11,11,3,23,58,-69.8,-22.9,71.2,5.1,0,GCMT_022153
C111104D,2004,11,11,9,11,45,-69.58,-16.98,144.2,5.2,0,GCMT_022154
C111104E,2004,11,11,10,2,47,144.34,42.14,32.8,5.9,0,GCMT_022155
C111104F,2004,11,11,10,4,41,-176.33,-22.31,49.9,5.3,0,GCMT_022156
C111104G,2004,11,11,13,52,53,143.11,-4.25,54.1,5.3,0,GCMT_022157
C111104I,2004,11,11,17,34,52,162.21,-11.13,10.0,5.8,0,GCMT_022158
C111104M,2004,11,11,21,26,41,124.87,-8.15,10.0,6.5,0,GCMT_022159
C111204H,2004,11,12,6,36,16,-63.32,-26.7,568.7,5.8,0,GCMT_022160
C111204J,2004,11,12,8,52,40,125.35,-8.04,10.0,5.2,0,GCMT_022161
C111204K,2004,11,12,9,2,41,124.68,-8.25,10.0,4.9,0,GCMT_022162
C111204L,2004,11,12,9,59,46,124.83,-8.06,10.0,5.0,0,GCMT_022163
C111204M,2004,11,12,11,31,50,162.28,-11.16,10.0,5.0,0,GCMT_022164
C111204N,2004,11,12,19,27,59,161.71,-11.1,10.0,5.0,0,GCMT_022165
C111204O,2004,11,12,19,56,25,-102.95,8.43,10.0,4.7,0,GCMT_022166
C111204P,2004,11,12,20,13,14,-103.0,8.28,10.0,5.1,0,GCMT_022167
C111304A,2004,11,13,0,24,19,164.66,-10.25,10.0,5.8,0,GCMT_022168
B111304B,2004,11,13,7,33,18,-63.36,-26.75,573.1,5.3,0,GCMT_022169
C111304C,2004,11,13,8,52,21,124.59,-8.3,11.2,5.2,0,GCMT_022170
C111304D,2004,11,13,9,59,33,163.62,-11.0,24.6,5.1,0,GCMT_022171
C111304E,2004,11,13,17,39,22,164.56,-10.4,10.0,4.9,0,GCMT_022172
C111304F,2004,11,13,19,29,25,-71.86,-29.86,4.2,4.9,0,GCMT_022173
C111304G,2004,11,13,20,6,9,-66.57,-23.15,197.4,5.2,0,GCMT_022174
C111304H,2004,11,13,22,34,6,125.06,-8.13,10.0,5.3,0,GCMT_022175
C111404A,2004,11,14,2,55,49,164.51,-10.32,10.0,4.9,0,GCMT_022176
C111404B,2004,11,14,9,46,37,163.67,-10.9,10.0,4.9,0,GCMT_022177
C111404C,2004,11,14,17,37,42,144.05,41.69,16.6,5.3,0,GCMT_022178
C111404D,2004,11,14,17,57,39,144.05,41.7,20.0,5.0,0,GCMT_022179
C111404E,2004,11,14,18,44,14,144.05,41.72,25.0,5.6,0,GCMT_022180
C111504A,2004,11,15,2,38,44,-98.34,16.38,30.7,5.2,0,GCMT_022181
C111504B,2004,11,15,2,51,23,-98.4,16.22,29.8,5.0,0,GCMT_022182
C111504C,2004,11,15,9,6,56,-77.51,4.7,15.0,6.6,0,GCMT_022183
C111504D,2004,11,15,16,7,20,167.3,-15.06,143.8,4.9,0,GCMT_022184
C111604B,2004,11,16,3,39,33,162.38,-11.23,10.0,5.1,0,GCMT_022185
C111604C,2004,11,16,7,13,49,-138.77,-55.82,10.0,4.9,0,GCMT_022186
C111604D,2004,11,16,9,27,21,28.17,-52.66,10.0,4.9,0,GCMT_022187
C111604E,2004,11,16,10,6,54,151.45,-5.63,55.7,5.6,0,GCMT_022188
C111604F,2004,11,16,11,57,28,160.13,53.06,48.4,5.5,0,GCMT_022189
C111704B,2004,11,17,7,34,32,71.8,39.24,54.3,5.2,0,GCMT_022190
C111704C,2004,11,17,10,43,50,-177.85,-30.04,30.4,5.3,0,GCMT_022191
C111704D,2004,11,17,13,26,24,93.5,9.54,102.4,5.2,0,GCMT_022192
C111704E,2004,11,17,20,58,22,71.86,39.19,20.0,5.8,0,GCMT_022193
C111704G,2004,11,17,21,9,13,-178.71,-20.07,622.6,5.9,0,GCMT_022194
C111804B,2004,11,18,2,13,6,-178.19,-32.26,10.0,5.1,0,GCMT_022195
C111804C,2004,11,18,2,30,37,71.77,39.2,10.0,5.0,0,GCMT_022196
C111804D,2004,11,18,2,39,49,144.66,12.93,76.1,5.1,0,GCMT_022197
C111804E,2004,11,18,6,9,27,149.29,47.45,258.2,4.8,0,GCMT_022198
B111804F,2004,11,18,12,27,7,-179.06,-21.06,625.4,5.2,0,GCMT_022199
C111804G,2004,11,18,13,42,4,124.92,-7.92,24.0,5.4,0,GCMT_022200
C111804H,2004,11,18,21,18,59,71.91,39.12,54.7,4.9,0,GCMT_022201
C111804J,2004,11,18,21,46,44,170.48,-21.74,81.2,4.9,0,GCMT_022202
C111904A,2004,11,19,6,55,58,166.74,-14.09,22.7,5.1,0,GCMT_022203
C111904B,2004,11,19,8,52,4,166.69,-14.02,10.0,5.1,0,GCMT_022204
C111904C,2004,11,19,20,5,10,92.66,32.15,10.0,4.9,0,GCMT_022205
C111904D,2004,11,19,22,14,6,166.71,-14.03,10.0,4.9,0,GCMT_022206
C112004A,2004,11,20,2,32,44,126.19,-3.4,21.8,5.5,0,GCMT_022207
C112004C,2004,11,20,7,38,9,143.63,11.88,12.2,5.1,0,GCMT_022208
C112004D,2004,11,20,8,7,22,-84.17,9.6,16.0,6.2,0,GCMT_022209
C112004E,2004,11,20,19,39,54,128.39,2.42,55.7,4.9,0,GCMT_022210
C112004F,2004,11,20,22,1,45,-90.06,13.38,40.6,5.6,0,GCMT_022211
C112104A,2004,11,21,11,7,13,-174.91,-15.4,256.1,5.7,0,GCMT_022212
C112104B,2004,11,21,11,24,58,161.49,-10.94,10.0,5.0,0,GCMT_022213
C112104C,2004,11,21,11,41,7,-61.71,15.68,14.0,6.3,0,GCMT_022214
C112104F,2004,11,21,13,36,59,-61.63,15.74,10.0,5.1,0,GCMT_022215
C112104G,2004,11,21,18,53,2,-61.76,15.72,10.0,5.5,0,GCMT_022216
C112104H,2004,11,21,20,45,27,71.83,39.16,51.9,5.1,0,GCMT_022217
C112104I,2004,11,21,21,37,24,47.98,33.3,30.1,5.0,0,GCMT_022218
C112204A,2004,11,22,4,1,30,47.98,33.3,36.2,5.0,0,GCMT_022219
C112204B,2004,11,22,14,57,37,143.98,41.8,26.7,5.2,0,GCMT_022220
C112204C,2004,11,22,20,26,23,164.72,-46.68,10.0,6.4,0,GCMT_022221
C112304A,2004,11,23,2,26,16,20.63,40.32,15.4,5.3,0,GCMT_022222
C112304B,2004,11,23,3,15,32,179.31,51.17,45.1,5.0,0,GCMT_022223
C112304C,2004,11,23,5,14,0,-176.71,-17.42,20.0,5.1,0,GCMT_022224
C112304D,2004,11,23,16,49,38,-68.32,-23.1,121.9,5.0,0,GCMT_022225
B112304E,2004,11,23,21,4,55,178.99,-24.29,532.3,5.5,0,GCMT_022226
C112404A,2004,11,24,11,55,32,128.08,3.05,49.8,4.9,0,GCMT_022227
C112404B,2004,11,24,16,19,50,-80.42,-0.87,23.8,5.1,0,GCMT_022228
C112404C,2004,11,24,22,59,40,10.56,45.63,17.2,5.3,0,GCMT_022229
C112504A,2004,11,25,6,21,19,15.36,43.17,21.9,5.2,0,GCMT_022230
C112504B,2004,11,25,6,58,36,125.01,-8.11,10.0,5.2,0,GCMT_022231
C112504C,2004,11,25,18,52,54,135.53,-3.57,11.8,5.1,0,GCMT_022232
C112504D,2004,11,25,23,11,30,142.28,32.58,47.7,5.1,0,GCMT_022233
C112604A,2004,11,26,2,25,3,135.4,-3.61,10.0,6.2,0,GCMT_022234
C112604G,2004,11,26,8,1,11,135.34,-3.5,10.0,5.3,0,GCMT_022235
C112604H,2004,11,26,15,29,2,135.36,-3.6,10.0,5.4,0,GCMT_022236
C112604J,2004,11,26,22,42,37,142.9,42.38,58.0,5.3,0,GCMT_022237
C112704A,2004,11,27,4,17,5,153.2,-4.8,37.3,5.0,0,GCMT_022238
C112704B,2004,11,27,6,38,29,7.53,76.17,10.0,5.0,0,GCMT_022239
C112704C,2004,11,27,8,49,3,-20.55,-45.84,10.0,5.1,0,GCMT_022240
C112704D,2004,11,27,9,40,44,121.21,19.57,10.0,5.0,0,GCMT_022241
C112704E,2004,11,27,9,48,59,135.43,-3.62,10.0,5.3,0,GCMT_022242
C112704F,2004,11,27,16,12,6,47.94,33.43,55.5,4.9,0,GCMT_022243
C112704G,2004,11,27,22,42,35,97.93,1.98,41.6,5.3,0,GCMT_022244
C112704H,2004,11,27,23,44,24,-61.63,15.62,10.0,5.1,0,GCMT_022245
C112804A,2004,11,28,1,22,17,125.35,-8.16,27.3,5.0,0,GCMT_022246
C112804B,2004,11,28,2,35,13,-113.83,-26.52,10.0,5.6,0,GCMT_022247
C112804G,2004,11,28,7,36,45,135.45,-3.64,23.1,6.0,0,GCMT_022248
C112804H,2004,11,28,13,11,43,118.83,-9.95,17.1,4.9,0,GCMT_022249
C112804I,2004,11,28,18,32,14,145.12,43.01,39.0,6.4,0,GCMT_022250
C112904A,2004,11,29,6,32,50,-113.35,-26.86,10.0,5.0,0,GCMT_022251
C112904B,2004,11,29,8,0,22,145.29,43.01,41.5,5.1,0,GCMT_022252
C112904C,2004,11,29,11,18,23,140.21,-3.98,34.0,5.1,0,GCMT_022253
C113004A,2004,11,30,1,25,19,179.7,-34.03,107.6,5.1,0,GCMT_022254
C113004C,2004,11,30,5,9,25,135.41,-3.61,10.0,5.2,0,GCMT_022255
C113004D,2004,11,30,18,25,30,-24.36,-56.0,10.0,5.5,0,GCMT_022256
C113004E,2004,11,30,19,18,23,99.34,-2.07,26.9,5.0,0,GCMT_022257
C120104A,2004,12,1,23,17,21,135.53,-3.66,10.0,5.3,0,GCMT_022258
C120204A,2004,12,2,3,30,2,-33.24,36.98,10.0,5.0,0,GCMT_022259
C120204B,2004,12,2,3,32,22,135.41,-3.38,10.0,5.4,0,GCMT_022260
C120204C,2004,12,2,3,45,33,135.45,-3.35,10.0,5.5,0,GCMT_022261
C120204G,2004,12,2,10,27,46,154.97,48.1,50.0,4.9,0,GCMT_022262
C120204H,2004,12,2,13,38,31,-26.04,-57.17,91.4,4.9,0,GCMT_022263
C120204I,2004,12,2,14,47,54,-61.29,15.67,18.2,5.0,0,GCMT_022264
C120204J,2004,12,2,17,50,45,-3.03,35.03,13.5,4.7,0,GCMT_022265
C120204K,2004,12,2,18,26,42,169.71,0.38,10.0,5.2,0,GCMT_022266
C120204L,2004,12,2,19,16,34,-61.48,10.49,49.0,5.4,0,GCMT_022267
C120304A,2004,12,3,3,46,46,-61.44,10.57,41.0,5.1,0,GCMT_022268
C120304B,2004,12,3,8,13,14,15.5,43.09,10.0,4.2,0,GCMT_022269
C120304C,2004,12,3,14,59,14,179.32,-34.44,157.4,5.3,0,GCMT_022270
C120404A,2004,12,4,9,0,11,135.51,-3.37,10.0,5.3,0,GCMT_022271
C120404B,2004,12,4,10,30,0,-3.14,35.04,10.0,5.0,0,GCMT_022272
C120504A,2004,12,5,1,40,46,135.35,-3.61,10.0,5.0,0,GCMT_022273
C120504B,2004,12,5,1,52,37,8.08,48.12,10.0,4.2,0,GCMT_022274
C120504C,2004,12,5,13,12,3,168.03,-15.59,84.8,5.0,0,GCMT_022275
C120504D,2004,12,5,19,45,32,141.99,41.47,69.1,5.0,0,GCMT_022276
C120604A,2004,12,6,14,15,11,145.23,42.9,35.0,6.5,0,GCMT_022277
B120604B,2004,12,6,16,26,29,-178.08,-18.48,439.2,5.3,0,GCMT_022278
C120704A,2004,12,7,0,48,6,-177.62,-30.48,10.0,5.0,0,GCMT_022279
C120704B,2004,12,7,1,42,38,-68.75,-21.53,95.3,5.1,0,GCMT_022280
C120704D,2004,12,7,4,37,52,156.74,-20.02,28.9,5.1,0,GCMT_022281
C120704E,2004,12,7,5,19,49,100.62,-3.09,36.9,5.0,0,GCMT_022282
C120704F,2004,12,7,22,42,26,138.3,-4.54,10.0,5.1,0,GCMT_022283
C120804A,2004,12,8,6,3,55,-71.22,-30.84,44.0,5.7,0,GCMT_022284
C120804C,2004,12,8,10,4,12,57.49,27.92,77.6,5.1,0,GCMT_022285
C120904C,2004,12,9,8,49,0,92.54,24.76,34.7,5.5,0,GCMT_022286
C120904D,2004,12,9,13,12,2,130.23,-6.78,104.7,5.3,0,GCMT_022287
C120904E,2004,12,9,18,35,19,20.42,41.97,3.8,4.5,0,GCMT_022288
C121004A,2004,12,10,0,53,55,169.01,-18.93,137.5,5.4,0,GCMT_022289
B121004B,2004,12,10,2,33,50,-177.69,-20.29,491.9,5.0,0,GCMT_022290
C121004C,2004,12,10,3,44,0,93.18,35.68,10.0,5.2,0,GCMT_022291
C121004D,2004,12,10,9,42,34,141.78,10.87,32.2,5.3,0,GCMT_022292
C121004E,2004,12,10,10,32,25,-97.01,15.32,36.4,5.4,0,GCMT_022293
B121104A,2004,12,11,1,55,49,149.78,-4.61,541.8,5.3,0,GCMT_022294
C121104B,2004,12,11,6,41,26,130.41,-6.51,40.5,5.1,0,GCMT_022295
C121104D,2004,12,11,19,45,46,-64.7,18.65,54.7,5.2,0,GCMT_022296
C121204A,2004,12,12,5,28,46,128.87,31.76,10.0,4.9,0,GCMT_022297
C121204B,2004,12,12,15,5,30,108.62,-8.84,48.5,4.9,0,GCMT_022298
C121204C,2004,12,12,16,3,37,145.2,-3.49,14.0,5.1,0,GCMT_022299
C121204D,2004,12,12,19,36,56,-82.13,-44.33,10.0,4.9,0,GCMT_022300
C121204E,2004,12,12,21,19,14,139.15,-2.62,10.0,5.2,0,GCMT_022301
C121304A,2004,12,13,12,0,12,125.07,-8.06,10.0,5.8,0,GCMT_022302
C121304B,2004,12,13,14,16,8,-10.0,36.26,10.0,4.8,0,GCMT_022303
C121304C,2004,12,13,15,23,41,-89.37,13.39,62.3,5.4,0,GCMT_022304
C121304D,2004,12,13,17,27,3,129.32,31.82,16.3,4.9,0,GCMT_022305
C121404A,2004,12,14,5,56,10,141.79,44.12,10.0,5.8,0,GCMT_022306
C121404B,2004,12,14,23,20,13,-81.41,18.96,10.0,6.2,0,GCMT_022307
C121504A,2004,12,15,6,47,4,-3.8,81.53,10.0,5.0,0,GCMT_022308
C121504B,2004,12,15,19,35,30,-13.27,-24.36,10.0,5.0,0,GCMT_022309
C121604A,2004,12,16,0,10,3,122.37,24.13,35.9,5.0,0,GCMT_022310
C121604B,2004,12,16,4,29,21,-173.79,-20.36,50.0,4.9,0,GCMT_022311
C121704A,2004,12,17,2,50,22,123.2,-0.01,157.6,5.0,0,GCMT_022312
B121704B,2004,12,17,7,13,11,-179.3,-21.9,593.3,5.5,0,GCMT_022313
C121704C,2004,12,17,20,43,38,-27.16,-56.21,149.7,5.0,0,GCMT_022314
C121804A,2004,12,18,0,35,32,-64.64,19.13,35.7,5.0,0,GCMT_022315
C121804B,2004,12,18,6,46,19,156.31,48.84,11.0,5.5,0,GCMT_022316
C121804D,2004,12,18,7,24,19,156.31,48.83,10.0,5.0,0,GCMT_022317
C121804E,2004,12,18,8,50,6,156.17,48.77,10.0,5.6,0,GCMT_022318
C121804G,2004,12,18,17,15,26,-174.79,-16.05,10.0,5.1,0,GCMT_022319
C121804H,2004,12,18,17,57,23,-73.93,-16.2,27.8,5.5,0,GCMT_022320
C121904B,2004,12,19,3,7,49,167.69,-19.11,37.4,5.6,0,GCMT_022321
C121904C,2004,12,19,5,22,49,141.4,36.38,37.0,4.9,0,GCMT_022322
C121904D,2004,12,19,8,23,48,-78.82,9.38,58.1,5.5,0,GCMT_022323
B121904E,2004,12,19,15,14,51,123.78,7.38,575.7,5.4,0,GCMT_022324
B121904F,2004,12,19,20,13,36,-178.85,-18.1,563.8,5.2,0,GCMT_022325
C121904G,2004,12,19,22,39,14,-158.0,55.35,30.0,5.4,0,GCMT_022326
C122004A,2004,12,20,3,58,43,-75.17,-15.27,25.9,5.1,0,GCMT_022327
C122004B,2004,12,20,7,39,28,-174.63,-15.87,227.8,5.0,0,GCMT_022328
C122004C,2004,12,20,9,52,43,-25.59,0.72,10.0,4.9,0,GCMT_022329
C122004D,2004,12,20,13,12,12,-101.29,5.38,10.0,4.9,0,GCMT_022330
C122004E,2004,12,20,20,24,24,125.21,-0.22,42.6,5.2,0,GCMT_022331
C122004F,2004,12,20,23,2,12,28.21,37.04,5.0,5.2,0,GCMT_022332
C122104A,2004,12,21,15,34,28,145.41,42.96,37.4,5.7,0,GCMT_022333
C122104B,2004,12,21,17,1,20,125.18,-7.86,29.3,4.9,0,GCMT_022334
C122104C,2004,12,21,17,21,8,-147.6,60.54,29.6,5.2,0,GCMT_022335
C122104D,2004,12,21,19,46,43,127.39,1.63,135.5,5.4,0,GCMT_022336
C122204A,2004,12,22,20,47,27,-126.77,42.48,10.0,5.0,0,GCMT_022337
C122204B,2004,12,22,21,3,39,-125.0,-55.94,10.0,5.0,0,GCMT_022338
C122204C,2004,12,22,23,53,40,167.53,-15.26,118.4,4.9,0,GCMT_022339
M122304A,2004,12,23,14,59,4,161.35,-49.31,10.0,6.5,0,GCMT_022340
C122404B,2004,12,24,5,31,48,161.37,-49.56,10.0,5.4,0,GCMT_022341
C122404C,2004,12,24,13,39,43,-178.67,-20.36,614.5,5.2,0,GCMT_022342
C122404D,2004,12,24,19,36,38,167.75,-19.2,33.1,5.2,0,GCMT_022343
C122404E,2004,12,24,22,34,40,161.32,-48.62,10.0,4.9,0,GCMT_022344
C122404F,2004,12,24,22,50,43,123.97,0.35,128.1,5.0,0,GCMT_022345
C122504A,2004,12,25,22,25,39,167.69,-19.08,35.1,5.1,0,GCMT_022346
M122604A,2004,12,26,0,58,50,95.78,3.3,10.0,8.9,0,GCMT_022347
C122604B,2004,12,26,4,21,29,92.96,6.91,39.2,6.1,0,GCMT_022348
C122604C,2004,12,26,9,20,1,92.38,8.88,16.1,6.0,0,GCMT_022349
C122604D,2004,12,26,10,18,13,93.74,8.86,30.0,5.5,0,GCMT_022350
C122604E,2004,12,26,10,19,31,92.74,13.46,26.4,6.1,0,GCMT_022351
C122604F,2004,12,26,11,5,0,92.84,13.53,13.3,6.3,0,GCMT_022352
C122604G,2004,12,26,13,56,40,94.47,2.78,30.0,5.5,0,GCMT_022353
C122604H,2004,12,26,14,48,44,92.91,13.59,30.0,5.8,0,GCMT_022354
C122604I,2004,12,26,15,6,33,94.09,3.65,17.8,5.6,0,GCMT_022355
C122604J,2004,12,26,16,55,17,94.5,3.86,30.7,5.3,0,GCMT_022356
C122604K,2004,12,26,18,42,43,92.95,13.71,26.2,5.3,0,GCMT_022357
C122604L,2004,12,26,19,3,49,94.22,4.09,30.0,5.5,0,GCMT_022358
C122604M,2004,12,26,19,15,18,138.77,-1.53,30.0,5.4,0,GCMT_022359
C122604N,2004,12,26,19,19,55,94.16,2.79,30.0,5.5,0,GCMT_022360
C122604O,2004,12,26,20,50,34,126.92,6.32,127.3,5.6,0,GCMT_022361
C122704A,2004,12,27,0,24,30,93.81,4.47,15.2,5.3,0,GCMT_022362
C122704B,2004,12,27,0,32,16,94.47,5.48,33.0,6.0,0,GCMT_022363
C122704C,2004,12,27,0,36,9,92.39,8.47,30.0,4.9,0,GCMT_022364
C122704D,2004,12,27,0,39,44,93.66,9.09,21.8,5.3,0,GCMT_022365
C122704E,2004,12,27,0,49,28,92.39,12.98,23.7,6.0,0,GCMT_022366
C122704F,2004,12,27,1,22,24,94.89,3.35,47.5,5.0,0,GCMT_022367
C122704G,2004,12,27,1,38,21,92.58,6.76,22.7,5.0,0,GCMT_022368
C122704H,2004,12,27,2,4,21,94.11,7.85,30.0,4.9,0,GCMT_022369
C122704I,2004,12,27,3,4,34,152.8,-4.2,25.8,5.2,0,GCMT_022370
C122704J,2004,12,27,4,22,36,93.46,6.25,29.3,5.1,0,GCMT_022371
C122704K,2004,12,27,5,10,53,93.21,6.0,29.6,4.9,0,GCMT_022372
C122704L,2004,12,27,5,50,12,92.1,8.02,32.2,4.9,0,GCMT_022373
C122704M,2004,12,27,6,1,52,93.48,7.94,58.2,4.9,0,GCMT_022374
C122704N,2004,12,27,6,59,14,95.54,3.03,27.2,5.4,0,GCMT_022375
C122704O,2004,12,27,7,47,35,94.51,2.71,23.3,5.3,0,GCMT_022376
C122704P,2004,12,27,8,21,40,94.61,5.52,51.2,5.3,0,GCMT_022377
C122704Q,2004,12,27,8,37,38,93.28,6.48,30.0,5.4,0,GCMT_022378
C122704R,2004,12,27,9,39,6,94.65,5.35,35.0,6.2,0,GCMT_022379
C122704S,2004,12,27,9,57,52,92.64,7.71,9.1,5.4,0,GCMT_022380
C122704T,2004,12,27,10,5,5,95.11,4.72,49.7,5.8,0,GCMT_022381
C122704U,2004,12,27,10,46,39,93.04,13.68,32.1,5.2,0,GCMT_022382
C122704W,2004,12,27,11,57,55,92.3,8.07,25.0,5.1,0,GCMT_022383
C122704X,2004,12,27,12,13,59,92.68,12.81,27.6,5.2,0,GCMT_022384
C122704Y,2004,12,27,14,30,32,93.87,8.55,24.2,5.1,0,GCMT_022385
C122704Z,2004,12,27,14,46,46,92.47,12.35,19.0,5.8,0,GCMT_022386
C122704a,2004,12,27,15,20,33,93.59,10.59,23.9,5.0,0,GCMT_022387
C122704b,2004,12,27,16,18,12,94.26,4.82,38.0,4.9,0,GCMT_022388
C122704c,2004,12,27,17,40,3,93.16,5.6,20.2,5.3,0,GCMT_022389
C122704d,2004,12,27,18,9,33,94.63,2.75,42.3,5.0,0,GCMT_022390
C122704e,2004,12,27,18,24,5,93.82,9.3,39.1,4.9,0,GCMT_022391
C122704f,2004,12,27,18,37,53,93.81,3.32,28.2,5.1,0,GCMT_022392
C122704g,2004,12,27,19,13,18,92.5,11.59,25.8,5.5,0,GCMT_022393
C122704h,2004,12,27,19,18,26,92.36,8.97,30.8,4.9,0,GCMT_022394
C122704i,2004,12,27,19,26,58,92.15,7.81,41.8,5.1,0,GCMT_022395
C122704j,2004,12,27,19,28,52,93.69,8.55,27.5,5.4,0,GCMT_022396
C122704k,2004,12,27,20,10,51,95.61,2.93,28.9,5.7,0,GCMT_022397
C122704l,2004,12,27,20,23,44,91.79,7.06,28.7,5.1,0,GCMT_022398
C122704m,2004,12,27,20,36,18,93.68,8.95,30.0,5.3,0,GCMT_022399
C122704n,2004,12,27,22,3,1,92.16,6.39,30.0,5.1,0,GCMT_022400
C122704o,2004,12,27,23,5,48,93.87,3.35,30.0,4.9,0,GCMT_022401
C122704p,2004,12,27,23,20,7,92.99,9.78,31.1,5.0,0,GCMT_022402
C122704q,2004,12,27,23,58,0,91.89,7.99,8.3,5.2,0,GCMT_022403
C122804A,2004,12,28,0,4,48,92.65,8.74,30.0,4.9,0,GCMT_022404
C122804B,2004,12,28,0,37,51,94.14,7.66,22.2,5.4,0,GCMT_022405
C122804C,2004,12,28,3,20,18,92.81,6.82,13.2,5.3,0,GCMT_022406
C122804D,2004,12,28,5,36,12,93.71,9.45,30.0,5.3,0,GCMT_022407
C122804E,2004,12,28,9,30,40,138.79,37.24,35.8,5.2,0,GCMT_022408
C122804F,2004,12,28,10,51,47,92.35,10.55,30.0,5.0,0,GCMT_022409
C122804G,2004,12,28,11,17,43,95.21,4.73,36.0,5.8,0,GCMT_022410
